X,Y
2.495493156971511,7.2254260530451955
5.0487080228707875,14.97671183896983
7.194038771840463,17.126768281715243
7.312105040838772,17.91900949708676
0.2728166299695234,3.0531681248546927
19.654594718379993,44.58082520687305
19.072496656346154,44.33934410949053
2.52246669391452,10.0922322603285
4.577394822856123,13.179999089945166
2.9875702871257204,8.93238247815452
3.7366713804784912,10.053580197458743
11.280808911034612,28.049460132122817
10.984383513255924,25.874553437029018
5.29781904056204,13.689747017058572
4.515261226957161,13.311893338935802
19.213987291187408,42.704359815772534
0.3216718474445446,3.886739301861471
2.483971626396848,6.0671815733137375
9.74991873511252,24.386520368563595
5.484455254484708,14.235194659985414
18.215496798228003,42.22318920361241
8.730897266582037,21.075921459770555
2.5849587464468327,9.491864567116595
6.517472256790726,18.37376662005079
15.52773759913039,38.57056017576585
0.08697942397934755,3.5086102907812373
13.249375207412662,31.177989647512597
3.376944670729325,10.545981519765538
3.507043093675699,10.89998012748105
0.6123830113872009,5.74688559352521
3.929453682123114,12.751968623765643
11.069961516133425,27.090122559865883
5.444419998452775,15.892413811503932
4.032621797335267,12.41852278876768
5.619157949126851,16.231109184903115
16.506495042790036,39.59087589476961
0.002710945682800059,4.860182028331565
15.239059916153334,32.86111402814807
16.636921435876992,36.97830858452377
14.10155845605949,32.05908470454859
15.373691179048022,36.38892076722355
15.954875222140238,37.138022317099725
10.121903268083605,23.058137877997044
16.744167979228862,37.981206558753236
15.24932218473509,35.77388915629213
8.576753999569773,21.48017469890371
16.172973586815658,37.66789590636655
0.6659427352175373,4.273266244875538
10.425490274313553,25.659640512552357
2.8086489661545877,7.727688157481651
7.051950369582787,19.534118838193518
12.661401337042864,30.214677337876303
6.72594018306002,17.108857409753277
15.767765363267557,35.562744772652124
4.2054522934239,13.171859774880788
2.863393217545862,8.490681846053224
14.324529132713499,32.08672160896918
17.899490896044824,40.74824008116308
9.58450809208135,22.779599262213967
9.559754799729696,23.762287909780987
15.129853425152781,34.78522092207183
19.47320929260927,43.061470145324954
5.128766713676136,13.769982127139162
12.862041016490595,29.238053051685025
15.6362253571018,37.09004023545125
11.007736782766015,27.194831812537288
7.2933283127718385,18.19359999849336
7.829154084076249,19.486490033098423
15.734005261363897,36.30691159904421
4.371402238518833,11.427809104526387
14.399719405832105,33.48879489356373
13.882683535000703,31.12599650714595
1.7013569442751542,8.006904421150738
0.30352236229356677,5.080753861764431
15.443044725731243,35.56332784903579
18.01156583846508,41.373592770389976
14.519629806362529,35.432982844872974
7.725824048698875,18.89535551305289
0.4192438924846065,5.9736811479500265
5.560776638667315,15.407535785791339
4.329685957882859,11.192975114521808
13.217941137293023,32.24990872486541
11.988922332054129,28.72807414424671
11.310893701135129,26.436295248329614
1.8543717892911737,8.59931185663494
19.400716685222935,43.255738926564106
13.991456471139808,31.335210365386658
7.629142031687572,17.692135710166134
8.82556745851671,22.294439444941524
11.283541800238863,27.100837487532488
0.2559860126791058,3.039110073452087
14.721460977468013,34.394270773861756
3.4223239280823714,10.763803907542805
5.655826629362187,15.335952694014066
7.142900802828076,19.492926128757944
18.59727626845079,43.10620918764301
11.132491282918082,27.92983960930316
19.05174339060743,44.149415345833795
17.172035024584634,40.41376681715202
14.281004232386021,33.243848632509135
